"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Número Contrato";"Código Item Compra";"Descrição Item Compra";"Descrição Complementar Item Compra";"Quantidade Item";"Valor Item"
"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000472025";"1603240590008202500081";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 5";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE QUANTITATIVO DE PROGESTERONA, MÉTODO QUIMIOLUMINESCÊNCIA, APRESENTAÇÃO TESTE";"2100";"12,04"
"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"000472025";"1132140590025202500005";"SERVIÇOS DE GARANTIA DE EQUIPAMENTOS DE TIC";"SUPORTE TÉCNICO E MANUTENÇÃO PARA APPLIANCE DE BACKUP EMC DATA DOMAIN DD 4200";"36";"2440,00"
"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000472025";"1603240590008202500079";"REAGENTE PARA DIAGNÓSTICO CLÍNICO.";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO 1 CONJUNTO COMPLETO, TIPO DE ANÁLISE 1 QUALITATIVO/QUANTITATIVO ANTI T. PALLIDUM IGM, MÉTODO 1 IMUNOFLUORESCÊNCIA INDIRETA, APRESENTAÇÃO 1 TESTE";"4000";"27,36"
"39000";"Ministério dos Transportes - Unidades com v";"399008";"COMPANHIA DOCAS DO RIO DE JANEIRO";"000472025";"3990080590030202500001";"LICENCIAMENTO DE DIREITOS PERMANENTES DE USO DE SOFTWAREPARA SERVIDOR";"LICENCIAMENTO DE DIREITOS PERMANENTES DE USO DE SOFTWAREPARA SERVIDOR";"1";"4198023,53"
"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000472025";"1603240590008202500084";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 5";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 5, TIPO 1 CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE 1 QUANTITATIVO DE ESTRIOL LIVRE (E3), MÉTODO 1 QUIMIOLUMINESCÊNCIA, APRESENTAÇÃO 1 TESTE";"4000";"16,36"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300007";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 7,62 X 51 MM COMUM M80 TRAÇANTE M62 ENFITADO 4X1 ELO M13";"84000";"8,19"
"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000472025";"1603240590008202500080";"REAGENTE PARA DIAGNÓSTICO CLÍNICO.";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 6, TIPO 1 CONJUNTO COMPLETO, TIPO DE ANÁLISE 1 QUALITATIVO/QUANTITATIVO ANTI T. PALLIDUM IGG, MÉTODO 1 IMUNOFLUORESCÊNCIA INDIRETA, APRESENTAÇÃO 1 TESTE";"4000";"30,26"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300007";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 7,62 X 51 MM COMUM M80 TRAÇANTE M62 ENFITADO 4X1 ELO M13";"84000";"8,19"
"52121";"Comando do Exército";"160324";"INSTITUTO DE BIOLOGIA DO EXERCITO";"000472025";"1603240590008202500089";"REAGENTE PARA DIAGNÓSTICO CLÍNICO§";"REAGENTE PARA DIAGNÓSTICO CLÍNICO 4, TIPO CONJUNTO COMPLETO PARA AUTOMAÇÃO, TIPO DE ANÁLISE QUANTITATIVO DE ANTI TRANSGLUTAMINASE IGA, MÉTODO ELISA, APRESENTAÇÃO TESTE";"1500";"24,70"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300006";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 7,62 X 51MM PERFURANTE M61 TRAÇANTE M62 ENFITADO 4X1 ELO M1";"4000";"17,90"
"30108";"Polícia Federal";"200340";"DIRETORIA DE ENSINO DA ANP/PF";"000472025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"268";"446,00"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300006";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 7,62 X 51MM PERFURANTE M61 TRAÇANTE M62 ENFITADO 4X1 ELO M1";"4000";"17,90"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500002";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, TIPO FILTRO DE AR FINO, MATERIAL CORPO PAPEL COM GAXETANEOPRENE ESPONJOSO, REFERÊNCIA F9 FINE DUSTY, DIMENSÕES 289 X 593 X 292 MM,APLICAÇÃO SISTEMA DE REFRIGERAÇÃO, CARACTERÍSTICAS ADICIONAIS MOLDURA PLANA EMALUMÍNIO";"4";"363,00"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300004";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 5,56 MM COMUM";"82000";"4,53"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500007";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, APLICAÇÃO CABINES DE EXAUSTÃO, CARACTERÍSTICASADICIONAIS PRÉ-FILTRO, MEIO FILTRANTE MANTA SINTÉTICA COM FIBRAS DE POLIÉSTER";"100";"4,45"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300004";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 5,56 MM COMUM";"82000";"4,53"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500008";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, APLICAÇÃO CABINES DE EXAUSTÃO, CARACTERÍSTICASADICIONAIS PRÉ-FILTRO, MEIO FILTRANTE MANTA SINTÉTICA COM FIBRAS DE POLIÉSTER";"15";"69,00"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300001";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 0.50 POL COMUM M33 TRAÇANTE M17 ENFITADO 4X1 ELO M9";"20000";"54,48"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500005";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, MATERIAL CORPO MICROFIBRA DE VIDRO, TIPO PLISSADO,APLICAÇÃO SISTEMA DE REFRIGERAÇÃO, ACABAMENTO AÇO ZINCADO, REFERÊNCIA CLASSEF9, DIMENSÕES 592 X 592 X 90 MM, VAZÃO 3.400 M3/H";"6";"378,00"
"52111";"Comando da Aeronáutica";"120071";"CENTRO LOGISTICO DA AERONAUTICA";"000472025";"1200710700011202300001";"PROJETIL E COMPONENTES MUNIÇÃO ATÉ 30MM";"CARTUCHO 0.50 POL COMUM M33 TRAÇANTE M17 ENFITADO 4X1 ELO M9";"20000";"54,48"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500004";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, MATERIAL CORPO MICROFIBRA DE VIDRO, TIPO PLISSADO,APLICAÇÃO SISTEMA DE REFRIGERAÇÃO, ACABAMENTO AÇO ZINCADO, REFERÊNCIA CLASSEF9, DIMENSÕES 287 X 592 X 90 MM, VAZÃO 1.700 M3/H";"6";"236,99"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500006";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, MATERIAL CORPO MICROFIBRA DE VIDRO, TIPO PLISSADO,APLICAÇÃO SISTEMA DE REFRIGERAÇÃO, ACABAMENTO AÇO ZINCADO, REFERÊNCIA CLASSEF9, DIMENSÕES 592 X 592 X 90 MM, VAZÃO 3.400 M3/H";"2";"450,00"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500001";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, MATERIAL CORPO MICROFIBRA DE VIDRO, TIPO PLISSADO FINO,APLICAÇÃO SISTEMA DE AR CENTRAL, REFERÊNCIA CLASSE F9, DIMENSÕES 592 X 592 X292 MM";"22";"536,00"
"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000472025";"1530370590001202400001";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"1";"445,74"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000472025";"1132020590057202500003";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, MATERIAL CORPO MICROFIBRA DE VIDRO, TIPO MOLDURA SIMPLESEM AÇO GALVANIZADO, APLICAÇÃO EUROVENT, CARACTERÍSTICAS ADICIONAIS COMSEPARADORES CORRUGADO, REFERÊNCIA CLASSE F9, DIMENSÕES 593 X 289 X 292 MM";"4";"1038,00"
"30911";"Fundo Nacional de Segurança Pública";"200331";"FUNDO NACIONAL DE SEGURANCA PUBLICA - FNSP";"000472026";"2003310590012202400010";"GRANADA";"GRANADA, MATERIAL CORPO BORRACHA, TIPO EFEITO MORAL, FORMATO CILÍNDRICA, ACIONAMENTO MANUAL, FUNCIONAMENTO EXPLOSÃO, RETARDO 2,5 S, CARACTERÍSTICAS ADICIONAIS DUPLO ESTÁGIO";"3734";"84,10"
"52111";"Comando da Aeronáutica";"120623";"GRUPAMENTO DE APOIO DOS AFONSOS";"000482025";"1206230590085202500001";"TRANSPORTE DE MUDANÇA - INTERESTADUAL";"TRANSPORTE DE BAGAGEM E AUTO, DESACOMPANHADA DE MILITAR, REGIONALIZADO, NO SIS TEMA DE PORTA A PORTA, DE 101 A 400 KM, SAINDO DAS CIDADES DE RIO DE JANEIRO, LAGOA SANTA E BARBACENA.";"240000";"0,65"
"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"000482025";"1132140590023202500004";"MICROFONE";"MICROFONE, TIPO HEADSET, ALIMENTAÇÃO PILHA, RESPOSTA FREQÜÊNCIA 40 HZ A 20 KHZKHZ, TIPO RECEPTOR 2 ANTENAS, ALCANCE ATÉ 50 METROS M, APLICAÇÃO AUDITÓRIO,PADRÃO UNIDIRECIONAL, SENSIBILIDADE 76 DB";"1";"17000,00"
"30108";"Polícia Federal";"200340";"DIRETORIA DE ENSINO DA ANP/PF";"000482025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"6";"2129,00"
"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"000482025";"1530370590001202400001";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"CONCESSÃO USO - ÁREA / IMÓVEL PÚBLICO";"1";"451,74"
"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"000482025";"1132140590023202500002";"MICROFONE";"MICROFONE, TIPO DE MÃO SEM FIO, ALIMENTAÇÃO BATERIA/ PILHA, RESPOSTAFREQÜÊNCIA 40 HZ A 20 KHZ KHZ, TIPO RECEPTOR 2 ANTENAS, ALCANCE 40 A 80 M,APLICAÇÃO AUDITÓRIO";"5";"13000,00"
"30108";"Polícia Federal";"200340";"DIRETORIA DE ENSINO DA ANP/PF";"000482025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"190";"832,00"
"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000482025";"1930020590001202500002";"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO";"PRESTAÇÃO DE SERVIÇOS DE APOIO ADMINISTRATIVO";"10";"54274,68"
"52121";"Comando do Exército";"160062";"CENTRO DE INTELIGENCIA DO EXERCITO";"000482025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"10";"722,85"
"30108";"Polícia Federal";"200340";"DIRETORIA DE ENSINO DA ANP/PF";"000482025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"6";"2129,00"
"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"000482025";"1930020590001202500001";"PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS   NECESSIDADES";"PRESTAÇÃO DE SERVIÇO DE LIMPEZA E CONSERVAÇÃO - OUTRAS   NECESSIDADES";"26393";"81,34"
"52121";"Comando do Exército";"160062";"CENTRO DE INTELIGENCIA DO EXERCITO";"000482025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"6";"4282,45"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500019";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL ENCARTONADO C/MOLDURA DE PAPELÃO REFORÇADOCOM TE L, APLICAÇÃO DESCONTAMINADOR DE AR, DIMENSÕES 610 X 610 X 25 MM, MEIOFILTRANTE FIBRAS DE ALGODÃO E FIBRAS SINTÉTICAS, REFERÊNCIA CLASSE G4";"8";"17,11"
"26000";"Ministério da Educação - Unidades com vín";"150004";"SUBSECRETARIA DE TEC. DA INF. E COMUNICACAO";"000482025";"1500040590004202500003";"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"SERVIÇOS AUXILIARES DE APOIO TÉCNICO ESPECIALIZADO EM DESENVOLVIMENTO E SUSTENTAÇÃO EM SOLUÇÕES DE TIC / PERFIL VINCULADO:  ANALISTA SÊNIOR EM DESENVOLVIMENTO E SUSTENTAÇÃODE SOLUÇÕES LOW CODE E NO-CODE (FULL STACK.";"14";"318069,84"
"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"000482025";"1132140590023202500001";"RECEPTOR";"RECEPTOR, FREQUÊNCIA 20 HZ A 20 KHZ, ALIMENTAÇÃO 100- 240 V, QUANTIDADE CANAIS4, CARACTERÍSTICAS ADICIONAIS CRIPTOGRAFIA POR AES-256, TIPO TELA LCD,APLICAÇÃO RECEPTOR DE ÁUDIO SEM FIO, MODELO AUDIO ULXD4Q";"2";"31700,00"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500029";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL PLISSADOS EM MOLDURA DE ALUMÍNIO ANODIZADO,APLICAÇÃO CAPELA FLUXO LAMINAR, CARACTERÍSTICAS ADICIONAIS FILTRO HEPA H14,MEIO FILTRANTE PAPEL DE MICROFIBRA DE VIDRO EM FORMA PLISSADA";"4";"1222,13"
"26000";"Ministério da Educação - Unidades com vín";"150004";"SUBSECRETARIA DE TEC. DA INF. E COMUNICACAO";"000482025";"1500040590004202500002";"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"SERVIÇOS AUXILIARES DE APOIO TÉCNICO ESPECIALIZADO EM DESENVOLVIMENTO E SUSTENTAÇÃO EM SOLUÇÕES DE TIC / PERFIL VINCULADO: ANALISTA PLENO EM DESENVOLVIMENTO E SUSTENTAÇÃODE SOLUÇÕES LOW CODE E NO-CODE (FULL STACK).";"8";"222355,95"
"62201";"Agência Nacional de Aviação Civil";"113214";"AGENCIA NACIONAL DE AVIACAO CIVIL";"000482025";"1132140590023202500003";"SOQUETE LÂMPADA";"SOQUETE LÂMPADA, MATERIAL TERMOPLÁSTICO, TENSÃO 110/220 V, POTÊNCIA MÁXIMA 18W, APLICAÇÃO LÂMPADA FLUORESCENTE PL, CARACTERÍSTICAS ADICIONAIS BOCAL COMRABICHO";"1";"15000,00"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500034";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL PLISSADOS EM MOLDURA DE ALUMÍNIO ANODIZADO,APLICAÇÃO CAPELA FLUXO LAMINAR, CARACTERÍSTICAS ADICIONAIS FILTRO HEPA H14,MEIO FILTRANTE PAPEL DE MICROFIBRA DE VIDRO EM FORMA PLISSADA";"2";"202,80"
"26000";"Ministério da Educação - Unidades com vín";"150004";"SUBSECRETARIA DE TEC. DA INF. E COMUNICACAO";"000482025";"1500040590004202500004";"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"SERVIÇOS AUXILIARES DE APOIO TÉCNICO ESPECIALIZADO EM DESENVOLVIMENTO E SUSTENTAÇÃO EM SOLUÇÕES DE TIC / PERFIL VINCULADO: LÍDER TÉCNICO EM DESENVOLVIMENTOE SUSTENTAÇÃO DE SOLUÇÕES LOW CODE E NO-CODE.";"3";"341192,55"
"52121";"Comando do Exército";"160062";"CENTRO DE INTELIGENCIA DO EXERCITO";"000482025";"0";"Informação protegida por sigilo nos termos da legislação vigente";"Informação protegida por sigilo nos termos da legislação vigente";"4";"5025,49"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500028";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL PAPEL DE MICROFIBRA DE VIDRO PLISSADO,APLICAÇÃO CABINES DE SEGURANÇA, CARACTERÍSTICAS ADICIONAIS FILTRO HEPA H14,DIMENSÕES 1220 X 610 X 78 MM";"10";"818,22"
"26000";"Ministério da Educação - Unidades com vín";"150004";"SUBSECRETARIA DE TEC. DA INF. E COMUNICACAO";"000482025";"1500040590004202500001";"SERVIÇOS AUXILIARES DE TECNOLOGIA INFORMAÇÃO E COMUNICAÇÃO";"SERVIÇOS AUXILIARES DE APOIO TÉCNICO ESPECIALIZADO EM DESENVOLVIMENTO E SUSTENTAÇÃO EM SOLUÇÕES DE TIC / PERFIL VINCULADO: ANALISTA JÚNIOR EM DESENVOLVIMENTO E SUSTENTAÇÃODE SOLUÇÕES LOW CODE E NO-CODE (FULL STACK).";"4";"142695,15"
"39000";"Ministério dos Transportes - Unidades com v";"399008";"COMPANHIA DOCAS DO RIO DE JANEIRO";"000482025";"3990080590020202500001";"COLETE PROVA TIRO";"COLETE PROVA TIRO";"1";"891000,00"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500013";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL MANTA PLISSADA, APLICAÇÃO DESCONTAMINADORDE AR, CARACTERÍSTICAS ADICIONAIS PRÉ-FILTRO, DIMENSÕES 295 X 495 X 45 MM,REFERÊNCIA CLASSE G4";"4";"13,39"
"52121";"Comando do Exército";"160328";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"000482025";"1603280590012202500001";"REAGENTE ANALÍTICO 2";"REAGENTE ANALÍTICO 2, REAGENTE CONJUNTO DE REAGENTES, APLICAÇÃO QUANTITATIVO DE CLORO LIVRE EM ÁGUA, CARACTERÍSTICAS ADICIONAIS COLORIMÉTRICO, CONCENTRAÇÃO FAIXA DE ANÁLISE 0,010 A 6,00 MG/L";"2";"649,81"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500044";"PEÇA EQUIPAMENTO LABORATÓRIO";"PEÇA EQUIPAMENTO LABORATÓRIO, TIPO* FILTRO DE LINHA, APLICAÇÃO 2 PARAINCUBADORA, MATERIAL 2 CARVÃO ATIVADO E HEPA";"20";"1239,50"
"52121";"Comando do Exército";"160328";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"000482025";"1603280590012202500005";"REAGENTE ANALÍTICO";"REAGENTE ANALÍTICO 2, REAGENTE CONJUNTO DE REAGENTES, APLICAÇÃO QUANTITATIVO DE DUREZA TOTAL EM ÁGUA, APRESENTAÇÃO TESTE, CARACTERÍSTICAS ADICIONAIS COLORIMÉTRICO, CONCENTRAÇÃO FAIXA DE ANÁLISE 20 A 500 MG/L";"6";"476,83"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500040";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL PLISSADOS EM MOLDURA DE ALUMÍNIO ANODIZADO,APLICAÇÃO CAPELA FLUXO LAMINAR, CARACTERÍSTICAS ADICIONAIS FILTRO HEPA H14,MEIO FILTRANTE PAPEL DE MICROFIBRA DE VIDRO EM FORMA PLISSADA";"2";"351,72"
"52121";"Comando do Exército";"160328";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"000482025";"1603280590012202500004";"REAGENTE ANALÍTICO";"REAGENTE ANALÍTICO 2, REAGENTE CONJUNTO DE REAGENTES, APLICAÇÃO QUANTITATIVO DE NITRATO EM ÁGUA, CARACTERÍSTICAS ADICIONAIS COLORIMÉTRICO, CONCENTRAÇÃO FAIXA DE ANÁLISE 0,0 A 50,00 MG/L";"2";"2298,27"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500012";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL ENCARTONADO REFORÇADO COM TELA, APLICAÇÃODESCONTAMINADOR DE AR, DIMENSÕES 280 X 300 X 48 MM, MEIO FILTRANTE FIBRASSINTÉTICAS COM MALHA NÃO ELÁSTICA, REFERÊNCIA CLASSE G3";"40";"12,44"
"52121";"Comando do Exército";"160328";"LABORATORIO QUIMICO FARMACEUTICO DO EXERCITO";"000482025";"1603280590012202500003";"REAGENTE ANALÍTICO";"REAGENTE ANALÍTICO 2, REAGENTE CONJUNTO DE REAGENTES, APLICAÇÃO QUANTITATIVO DE FERRO EM ÁGUA, CARACTERÍSTICAS ADICIONAIS COLORIMÉTRICO, CONCENTRAÇÃO FAIXA DE ANÁLISE 0,005 A 5,00 MG/L";"4";"1628,27"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500041";"FILTRO SISTEMA REFRIGERAÇÃO/EXAUSTÃO";"FILTRO SISTEMA REFRIGERAÇÃO/EXAUSTÃO, MATERIAL ELEMENTO FILTRANTE MICROFIBRADE VIDRO, MATERIAL MOLDURA ALUMÍNIO, COMPRIMENTO 400 MM, LARGURA 610 MM,ESPESSURA 115 MM, APLICAÇÃO SISTEMA DE EXAUSTÃO DE ISOLADOR, CARACTERÍSTICASADICIONAIS DESCARTÁVEL, TIPO CLASSE FILTRANTE: U15, REFERÊNCIA 9411030354";"10";"412,51"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"000482025";"1200720590097202500001";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"80";"231,00"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500039";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL PLISSADOS EM MOLDURA DE ALUMÍNIO ANODIZADO,APLICAÇÃO CAPELA FLUXO LAMINAR, CARACTERÍSTICAS ADICIONAIS FILTRO HEPA H14,MEIO FILTRANTE PAPEL DE MICROFIBRA DE VIDRO EM FORMA PLISSADA";"4";"361,12"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"000482025";"1200720590097202500030";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"10";"175,00"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500033";"FILTRO REFRIGERAÇÃO";"FILTRO REFRIGERAÇÃO, MATERIAL CORPO MICROFIBRA DE VIDRO, TIPO ABSOLUTO RÍGIDOEM 5 CUNHAS, APLICAÇÃO SISTEMA DE AR CENTRAL, REFERÊNCIA CLASSE H14, DIMENSÕES610 X 610 X 292 MM";"40";"1093,19"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"000482025";"1200720590097202500012";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"60";"119,33"
"20301";"Comissão Nacional de Energia Nuclear";"113202";"COMISSAO NACIONAL DE ENERGIA NUCLEAR-IPEN";"000482025";"1132020590057202500031";"FILTRO PURIFICAÇÃO DE AR";"FILTRO PURIFICAÇÃO DE AR, MATERIAL PLISSADOS EM MOLDURA DE ALUMÍNIO ANODIZADO,APLICAÇÃO CAPELA FLUXO LAMINAR, CARACTERÍSTICAS ADICIONAIS FILTRO HEPA H14,MEIO FILTRANTE PAPEL DE MICROFIBRA DE VIDRO EM FORMA PLISSADA";"10";"525,17"
"52111";"Comando da Aeronáutica";"120072";"SEGUNDO CENTRO INT.DEF.AEREA CONTR.TFG.AEREO";"000482025";"1200720590097202500015";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"MANUTENÇÃO E REPARO DE MÁQUINA AGRÍCOLA MOTORIZADA";"10";"220,00"
