"Número do Contrato";"Objeto";"Fundamento Legal";"Modalidade Compra";"Situação Contrato";"Código Órgão Superior";"Nome Órgão Superior";"Código Órgão";"Nome Órgão";"Código UG";"Nome UG";"Data Assinatura Contrato";"Data Publicação DOU";"Data Início Vigência";"Data Fim Vigência";"Código Contratado";"Nome Contratado";"Valor Inicial Compra";"Valor Final Compra";"Número Licitação";"Código UG Licitação";"Nome UG Licitação";"Código Modalidade Compra Licitação";"Modalidade Compra Licitação"
"000752025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A DISPONIBILIZAÇÃO, PARA O(S) ITEM(NS) N.º GRUPO 01 (ITENS 15) DO TERMO DE REFERÊNCIA, DO(S) SEGUINTE(S) BEM(NS) EM REGIME DE COMODATO, CONFORME AS EXIGÊNCIAS DESCRITAS NO TERMO DE REFERÊNCIA:";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26443";"Empresa Brasileira de Serviços Hospitalares";"155902";"EBSERH CHC-UFPR";"15/12/2025";"13/01/2026";"17/12/2025";"05/04/2027";"04365528000115";"ORTHOFACE IMPLANTES ESPECIAIS LTDA";"0,00";"0,00";"-3";"";"";"";""
"001052025";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS DE RADIOCOMUNICAÇÃO COM PROTOCOLO DE COMUNICAÇÃO TETRA, NOS TERMOS DA TABELA ABAIXO, CONFORME CONDIÇÕES E EXIGÊNCIAS ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200109";"POLICIA RODOVIARIA FEDERAL";"31/12/2025";"05/01/2026";"31/12/2025";"31/12/2026";"03316088000143";"TELTRONIC BRASIL LTDA";"3389487,0000";"3389487,0000";"900022025";"";"";"";""
"000082026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE RECOLHIMENTO, DEPÓSITO E GUARDA DE VEÍCULOS, OBJETO DE MEDIDAS ADMINISTRATIVAS PREVISTAS NA LEI Nº 9.503/97, APLICADAS PELA POLÍCIA RODOVIÁRIA FEDERAL (PRF), ASSIM COMO, NO CASO DE VEÍCULOS AVARIADOS, RECUPERADOS, ACIDENTADOS E/OU OS ABANDONADOS AO LONGO DAS RODOVIAS FEDERAIS SOB CIRCUNSCRIÇÃO DA SUPERINTENDÊNCIA DA POLÍCIA RODOVIÁRIA FEDERAL EM MATO GROSSO - SPRF/MT E ÁREAS DE INTERESSE DA UNIÃO RELATIVOS AO TRECHO DA UOP 02 - DEL03 - POCONÉ/MT, PARA VEÍCULOS TIPO B.";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200120";"SUPERINTENDENCIA DA PRF NO MATO GROSSO";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2028";"02469738000128";"CACERES TRANSPORTE E SERVICOS VEICULARES LTDA";"22525,5000";"22525,5000";"-3";"";"";"";""
"000062026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE RECOLHIMENTO, DEPÓSITO E GUARDA DE VEÍCULOS, OBJETO DE MEDIDAS ADMINISTRATIVAS PREVISTAS NA LEI Nº 9.503/97, APLICADAS PELA POLÍCIA RODOVIÁRIA FEDERAL (PRF), ASSIM COMO, NO CASO DE VEÍCULOS AVARIADOS, RECUPERADOS, ACIDENTADOS E/OU OS ABANDONADOS AO LONGO DAS RODOVIAS FEDERAIS SOB CIRCUNSCRIÇÃO DA SUPERINTENDÊNCIA DA POLÍCIA RODOVIÁRIA FEDERAL EM MATO GROSSO - SPRF/MT E ÁREAS DE INTERESSE DA UNIÃO RELATIVOS AO TRECHO DA UOP 01 - DEL 03 - CÁCERES/MT, PARA VEÍCULOS TIPO B.";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200120";"SUPERINTENDENCIA DA PRF NO MATO GROSSO";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2028";"02469738000128";"CACERES TRANSPORTE E SERVICOS VEICULARES LTDA";"53749,8000";"53749,8000";"-3";"";"";"";""
"000072026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE RECOLHIMENTO, DEPÓSITO E GUARDA DE VEÍCULOS, OBJETO DE MEDIDAS ADMINISTRATIVAS PREVISTAS NA LEI Nº 9.503/97, APLICADAS PELA POLÍCIA RODOVIÁRIA FEDERAL (PRF), ASSIM COMO, NO CASO DE VEÍCULOS AVARIADOS, RECUPERADOS, ACIDENTADOS E/OU OS ABANDONADOS AO LONGO DAS RODOVIAS FEDERAIS SOB CIRCUNSCRIÇÃO DA SUPERINTENDÊNCIA DA POLÍCIA RODOVIÁRIA FEDERAL EM MATO GROSSO - SPRF/MT E ÁREAS DE INTERESSE DA UNIÃO RELATIVOS AO TRECHO DA UOP 02 - DEL03 - POCONÉ/MT, PARA VEÍCULOS TIPO A.";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200120";"SUPERINTENDENCIA DA PRF NO MATO GROSSO";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2028";"02469738000128";"CACERES TRANSPORTE E SERVICOS VEICULARES LTDA";"78252,5400";"78252,5400";"-3";"";"";"";""
"000052026";"Objeto: CONTRATAÇÃO DE SERVIÇOS DE RECOLHIMENTO, DEPÓSITO E GUARDA DE VEÍCULOS, OBJETO DE MEDIDAS ADMINISTRATIVAS PREVISTAS NA LEI Nº 9.503/97, APLICADAS PELA POLÍCIA RODOVIÁRIA FEDERAL (PRF), ASSIM COMO, NO CASO DE VEÍCULOS AVARIADOS, RECUPERADOS, ACIDENTADOS E/OU OS ABANDONADOS AO LONGO DAS RODOVIAS FEDERAIS SOB CIRCUNSCRIÇÃO DA SUPERINTENDÊNCIA DA POLÍCIA RODOVIÁRIA FEDERAL EM MATO GROSSO - SPRF/MT E ÁREAS DE INTERESSE DA UNIÃO RELATIVOS AO TRECHO DA UOP 01 - DEL03 - CÁCERES/MT, PARA VEÍCULOS TIPO A.";"";"Sem Informação";"Não se aplica";"30000";"Ministério da Justiça e Segurança Pública";"30802";"Polícia Rodoviária Federal";"200120";"SUPERINTENDENCIA DA PRF NO MATO GROSSO";"08/01/2026";"09/01/2026";"08/01/2026";"08/01/2028";"02469738000128";"CACERES TRANSPORTE E SERVICOS VEICULARES LTDA";"212486,1600";"212486,1600";"-3";"";"";"";""
"001192025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS], NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"1653750,0000";"1653750,0000";"-3";"";"";"";""
"001172025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS], NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"381600,0000";"381600,0000";"-3";"";"";"";""
"001032025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"1102500,0000";"1102500,0000";"-3";"";"";"";""
"000992025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE AQUISIÇÃO DE CAMINHÕES, ESCAVADEIRAS HIDRÁULICAS, MOTONIVELADORAS, RETROESCAVADEIRAS, TRATORES E IMPLEMENTOS AGRÍCOLAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"53000";"Ministério da Integração e do Desenvolvime";"22204";"Departamento Nacional de Obras Contra as Seca";"193002";"DEPARTAMENTO NACIONAL DE OBRAS CONT.AS SECAS";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"77266575000185";"SARANDI TRATORES LTDA";"381600,0000";"381600,0000";"-3";"";"";"";""
"000622026";"Objeto: CREDENCIAMENTO DE OCS E PSA PARA PRESTAÇÃO DE SERVIÇOS COMPLEMENTARES DE ASSISTÊNCIA MÉDICO-HOSPITALAR, AMBULATORIAL, ATENDIMENTO DE EMERGÊNCIA/URGÊNCIA EM REGIME DE 24 (VINTE E QUATRO) HORAS DIÁRIAS, PRÉ-HOSPITALAR, ODONTOLÓGICA E DE REABILITAÇÃO AOS BENEFICIÁRIOS DO SISTEMA DE SAÚDE DO EXÉRCITO EM DOURADOS/MS, CONFORME EDITAL DE CREDENCIAMENTO Nº 01/2025 (65326.001045/2025-31).";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160149";"COMANDO 4 BRIGADA DE CAVALARIA MECANIZADA";"26/01/2026";"27/01/2026";"26/01/2026";"25/01/2036";"06887734000110";"COORLMS-COOPERATIVA DOS OTORRINOLARINGOLOGISTAS DO ESTADO DE MATO GROSSO DO SUL";"45,4000";"45,4000";"-3";"";"";"";""
"002082025";"Objeto: AQUISIÇÃO DE NOTEBOOKS";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26246";"Universidade Federal de Santa Catarina";"153163";"UNIVERSIDADE FEDERAL DE SANTA CATARINA";"23/12/2025";"06/01/2026";"23/12/2025";"23/12/2026";"22086683000346";"HP BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA";"115280,0000";"115280,0000";"900012025";"";"";"";""
"000132025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO DE ATIVOS DE TECNOLOGIA DA INFORMAÇÃO, DE ACORDO COM A TIPOLOGIA, AS ESPECIFICAÇÕES TÉCNICAS MÍNIMAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26253";"Universidade Federal Rural da Amazônia";"153034";"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA";"06/01/2026";"09/01/2026";"06/01/2026";"06/01/2027";"22086683000346";"HP BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA";"3577808,0000";"3577808,0000";"900162024";"";"";"";""
"000142025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A AQUISIÇÃO DE ATIVOS DE TECNOLOGIA DA INFORMAÇÃO, DE ACORDO COM A TIPOLOGIA, AS ESPECIFICAÇÕES TÉCNICAS MÍNIMAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26253";"Universidade Federal Rural da Amazônia";"153034";"UNIVERSIDADE FEDERAL RURAL DA AMAZONIA";"07/01/2026";"09/01/2026";"07/01/2026";"07/01/2027";"22086683000346";"HP BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA";"12628,0000";"12628,0000";"900162024";"";"";"";""
"001922025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É: A CONTRATAÇÃO DE SOLUÇÃO DE TECNOLOGIA DA INFORMAÇÃO E COMUNICAÇÃO, POR MEIO DO REGISTRO DE PREÇOS, PARA A AQUISIÇÃO DE EQUIPAMENTOS MÓVEIS (NOTEBOOKS), CONFORME CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"22000";"Ministério da Agricultura e Pecuária";"22000";"Ministério da Agricultura e Pecuária - Unid";"130005";"COORD.-GERAL DE EXECUCAO ORC.E FIN./DA/MAPA";"31/12/2025";"02/01/2026";"31/12/2025";"31/12/2026";"22086683000346";"HP BRASIL INDUSTRIA E COMERCIO DE EQUIPAMENTOS ELETRONICOS LTDA";"115280,0000";"115280,0000";"900012025";"";"";"";""
"000542025";"Objeto: PRESTAÇÃO DE SERVIÇOS NO RAMO DE RADIOLOGIA E DIAGNÓSTICO POR IMAGEM CONVENCIONAL, ECOGRAFIA, HEMODINÂMICA, ELETROENCEFALOGRAMA E NEUROFISIOLOGIA, TOMOGRAFIA COMPUTADORIZADA, RESSONÂNCIA, DENSITOMETRIA ÓSSEA, CINTILOGRAFIA E MEDICINA NUCLEAR.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160250";"1 BATALHAO DE COMUNICACOES";"09/01/2026";"13/01/2026";"12/01/2026";"11/01/2031";"17054848000104";"I-RADI RADIOLOGIA DIGITAL LTDA";"951000,0000";"951000,0000";"-3";"";"";"";""
"000012026";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE MANUTENÇÃO, PREVENTIVA E CORRETIVA, COM FORNECIMENTO DE PEÇAS E COMPONENTES, ASSISTÊNCIA E SUPORTE TÉCNICO EM EQUIPAMENTOS, HARDWARE E SOFTWARES NA CENTRAL PRIVADA DE COMUTAÇÃO TELEFÔNICA - CPCT, TIPO PABX, DA MARCA LEUCOTRON, MODELO ISION IP 4000, INSTALADA NA PFN/BA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"46000";"Ministério da Gestão e da Inovação em Ser";"46000";"Ministério da Gestão e da Inovação em Ser";"170075";"SUPERINTENDENCIA REG. ADM. DO MGI - BAHIA";"07/01/2026";"08/01/2026";"10/01/2026";"10/01/2027";"27050408000124";"ARSIT TECNOLOGIA E TELECOM LTDA";"20155,9700";"20155,9700";"-3";"";"";"";""
"015662024";"Objeto: SERVIÇO DE FORNECIMENTO DE ENERGIA ELÉTRICA PARA A REALIZAÇÃO DAS ATIVIDADES DA ESIE E 1º BTL DQBRN";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160317";"ESCOLA DE INSTRUCAO ESPECIALIZADA";"31/12/2025";"12/01/2026";"01/01/2026";"31/12/2030";"60444437000146";"LIGHT SERVICOS DE ELETRICIDADE S A";"745346,1800";"745346,1800";"-3";"";"";"";""
"000012026";"Objeto: FORNECIMENTO DE ENERGIA ELETRICA DA FUNDAÇÃO OSORIO";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52222";"Fundação Osório";"164204";"FUNDACAO OSORIO";"02/01/2026";"02/01/2026";"02/01/2026";"31/12/2026";"60444437000146";"LIGHT SERVICOS DE ELETRICIDADE S A";"396000,0000";"396000,0000";"-3";"";"";"";""
"000442025";"Objeto: TERMO DE CESSÃO DE USO Nº 44/2025, QUE FAZEM ENTRE SI A UNIÃO, POR INTERMÉDIO DA UNIVERSIDADE FEDERAL DE ALAGOAS E JOAO BATISTA DOS SANTOS JUNIOR, DO ESPAÇO FÍSICO RESTAURANTE ICBS DO CAMPUS A. C. SIMÕES DA UFAL.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26231";"Universidade Federal de Alagoas";"153037";"UNIVERSIDADE FEDERAL DE ALAGOAS";"24/11/2025";"19/01/2026";"01/12/2025";"01/12/2030";"21619155000180";"JOAO BATISTA DOS SANTOS JUNIOR";"49992,4800";"49992,4800";"-3";"";"";"";""
"002192025";"Objeto: CONTRATAÇÃO DE EQUIPAMENTO HOSPITALAR, TIPO MÁQUINA UNITARIZADORA DE MEDICAMENTOS, PARA A SEÇÃO DE FRACIONAMENTO DE MEDICAMENTOS ENTERAIS E TÓPICOS (SFMET) DO SERVIÇO DE FARMÁCIA HOSPITALAR (SFH), VISANDO ATENDER AS NECESSIDADES DO HOSPITAL NAVAL MARCÍLIO DIAS (HNMD), NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"765720";"HOSPITAL NAVAL MARCILIO DIAS";"27/01/2026";"29/01/2026";"27/01/2026";"27/01/2027";"10780790000129";"OPUSPAC INDUSTRIA E COMERCIO DE MAQUINAS LTDA";"166500,0000";"166500,0000";"-3";"";"";"";""
"000112025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE EMPRESA PARA ADEQUAÇÃO DA ENTRADA DE ENERGIA DA CAPITANIA DOS PORTOS DE SANTA CATARINA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52131";"Comando da Marinha";"785340";"CAPITANIA DOS PORTOS DE SANTA CATARINA";"13/01/2026";"29/01/2026";"14/01/2026";"13/01/2027";"00706418000119";"NETCONTROL COMERCIO E SERVICOS LTDA";"210000,0000";"210000,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA FORNECIMENTO E INSTALAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS PARA CONSTRUÇÃO DA QUADRA POLIESPORTIVA NO CAMPUS GARANHUNS";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"151910";"IFPE - CAMPUS GARANHUNS";"16/01/2026";"30/01/2026";"16/01/2026";"15/05/2026";"19971010000100";"J R A CONSTRUTORA LTDA";"434000,0000";"434000,0000";"-3";"";"";"";""
"000012026";"Objeto: CONTRATAÇÃO DE EMPRESA DE ENGENHARIA PARA FORNECIMENTO E INSTALAÇÃO DE ESTRUTURAS PRÉ-MOLDADAS PARA CONSTRUÇÃO DA QUADRA POLIESPORTIVA NO CAMPUS BARREIROS, DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE PERNAMBUCO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26418";"Instituto Federal de Educação, Ciência e T";"158466";"IFPE - CAMPUS BARREIROS";"13/01/2026";"14/01/2026";"13/01/2026";"13/05/2026";"19971010000100";"J R A CONSTRUTORA LTDA";"427000,0000";"427000,0000";"-3";"";"";"";""
"001382025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO EMERGENCIAL DE SERVIÇOS DE PORTARIA, INCLUSA MÃO DE OBRA E TODOS OS INSUMOS NECESSÁRIOS À EXECUÇÃO DOS SERVIÇOS, PARA ATENDER AO CAMPUS ACADÊMICO DO SERTÃO DA UFPE, LOCALIZADO NO MUNICÍPIO DE SERTÂNIA, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NOS TERMOS DA TABELA ABAIXO, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26242";"Universidade Federal de Pernambuco";"153409";"PROREITORIA DE GESTAO ADMINISTRATIVA";"22/01/2026";"22/01/2026";"26/01/2026";"26/01/2027";"26665245000121";"TYL SERVICOS DE LIMPEZA E ADMINISTRATIVO LTDA";"98400,0000";"98400,0000";"900112025";"";"";"";""
"000322025";"Objeto: CONTRATAÇÃO DE CIRCUITOS DE COMUNICAÇÃO DE DADOS (LINKS DE INTERNET BANDA LARGA) PARA A ARF/RESENDE-RJ";"";"Sem Informação";"Não se aplica";"25000";"Ministério da Fazenda";"25801";"Receita Federal do Brasil";"170116";"SUPERINTENDENCIA REGIONAL DA RFB NA 7A RF";"12/01/2026";"28/01/2026";"01/02/2026";"31/01/2031";"27147548000115";"ME TELECOM SERVICOS DE INTERNET LTDA";"13980,0000";"13980,0000";"-3";"";"";"";""
"007462025";"Objeto: CONTRATAÇÃO DE EMPRESA ESPECIALIZADA PARA A PRESTAÇÃO DE SERVIÇOS CONTÍNUOS DE LIMPEZA E MANUTENÇÃO DE PISCINA";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26235";"Universidade Federal de Goiás";"153052";"UNIVERSIDADE FEDERAL DE GOIAS";"20/01/2026";"20/01/2026";"20/01/2026";"20/01/2031";"35443257000100";"LION SERVICOS E COMERCIO LTDA";"411000,0000";"411000,0000";"-3";"";"";"";""
"000392025";"Objeto: AQUISIÇÃO DE GÊNEROS ALIMENTÍCIOS PARA O QUARTEL-GENERAL DO EXÉRCITO, NOS TERMOS DA TABELA ABAIXO E CONFORME CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160186";"BASE ADMINISTRATIVA DO QGEX";"30/12/2025";"09/01/2026";"30/12/2025";"30/12/2026";"48965143000164";"NAVEGAR COMERCIO DE ALIMENTOS LTDA";"776348,7700";"776348,7700";"-3";"";"";"";""
"000182025";"Objeto: O OBJETO DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS CONTÍNUOS DE LOCAÇÃO DE EMBARCAÇÃO INCLUINDO O FORNECIMENTO DE MOTOR COM MANUTENÇÃO PREVENTIVA E CORRETIVA E CONTRATAÇÃO DE CONDUTOR (BARQUEIRO), VISANDO ATENDER AS NECESSIDADES DA SEDE ADMINISTRATIVA DO DSEI/ARJ E POLOS BASE, A SEREM EXECUTADOS COM REGIME DE DEDICAÇÃO EXCLUSIVA DE MÃO DE OBRA, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"36000";"Ministério da Saúde";"36000";"Ministério da Saúde - Unidades com vínculo";"257021";"DISTRITO SANIT.ESP.INDIGENA - ALTO RIO JURUA";"24/12/2025";"01/01/2026";"24/12/2025";"23/12/2026";"14223964000103";"URBINE- TECNOLOGIA E MOBILIDADE URBANA LTDA";"5499819,9600";"5499819,9600";"-3";"";"";"";""
"000032026";"Objeto: PRESTAÇÕES DE SERVIÇOS DE PSICOLOGIA";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160206";"30º BATALHAO DE INFANTARIA MECANIZADO";"17/12/2025";"14/01/2026";"18/12/2025";"18/12/2035";"05605244000111";"CLINICA PSICOLOGICA ANA MARIA LTDA";"10000000000,0000";"100000,0000";"-3";"";"";"";""
"000652025";"Objeto: DO PRESENTE INSTRUMENTO É A CONTRATAÇÃO DE SERVIÇOS COMUNS DE ENGENHARIA DE MANUTENÇÃO, CONSERVAÇÃO E REPARO NAS INSTALAÇÕES DO GAP-RJ E DAS UNIDADES APOIADAS, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52111";"Comando da Aeronáutica";"120039";"GRUPAMENTO DE APOIO DO RIO DE JANEIRO";"22/12/2025";"08/01/2026";"22/12/2025";"22/05/2026";"30997600000137";"FCK CONSTRUCOES E SERVICOS LTDA";"1425795,9400";"1425795,9400";"900052024";"";"";"";""
"002572025";"Objeto: CONTRATAÇÃO PARA AQUISIÇÃO DE MATERIAIS DE PERMANENTE AR CONDICIONADO E OUTROS EQUIPAMENTOS DE REFRIGERAÇÃO PARA O CAMPUS ARARANGUÁ,";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26438";"Instituto Federal de Educação, Ciência e T";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"18/12/2025";"16/01/2026";"29/12/2025";"29/12/2026";"53365739000163";"E.D. SOLUCOES INTEGRADAS LTDA";"1652,6200";"1652,6200";"930032024";"";"";"";""
"002632025";"Objeto: AQUISIÇÃO DE MOBILIÁRIO PADRONIZADO PARA O IFSC, CAMPUS SÃO LOURENÇO DO OESTE,";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26438";"Instituto Federal de Educação, Ciência e T";"158516";"INST.FED.DE EDUC.,CIENC.E TEC.DE STA.CAT/IFSC";"26/12/2025";"16/01/2026";"26/12/2025";"26/12/2026";"55017923000148";"G & J REPRESENTACAO LTDA";"2042,0000";"2042,0000";"930012024";"";"";"";""
"000122026";"Objeto: AQUISIÇÃO DE EQUIPAMENTOS DE LABORATÓRIO PARA ATENDER FARMÁCIA UNIVERSITÁRIA/UFJF";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26237";"Universidade Federal de Juiz de Fora";"153061";"UNIVERSIDADE FEDERAL DE JUIZ DE FORA";"21/01/2026";"22/01/2026";"21/01/2026";"21/01/2027";"34839190000157";"PORTUARIA TRADE COMERCIAL LTDA";"3483,5200";"3483,5200";"-3";"";"";"";""
"025252026";"Objeto: CONTRATAÇÃO DE SERVIÇOS COMUNS DE PLANO COLETIVO DE SEGURO DE ACIDENTES PESSOAIS PARA ESTUDANTES DO INSTITUTO FEDERAL DE EDUCAÇÃO, CIÊNCIA E TECNOLOGIA DE SÃO PAULO - IFSP, COM O OBJETIVO DE GARANTIR, NO MÍNIMO, AS SEGUINTES COBERTURAS ESSENCIAIS DE MORTE ACIDENTAL, INVALIDEZ PERMANENTE TOTAL OU PARCIAL POR ACIDENTE, DESPESAS MÉDICAS HOSPITALARES E ODONTOLÓGICAS, ASSISTÊNCIAS GERAIS E ESPECÍFICAS E AUXÍLIO FUNERAL, NAS CONDIÇÕES ESTABELECIDAS NO TERMO DE REFERÊNCIA.";"";"Sem Informação";"Não se aplica";"26000";"Ministério da Educação";"26439";"Instituto Federal de Educação, Ciência e T";"158525";"IFSP - CAMPUS BIRIGUI";"15/01/2026";"26/01/2026";"01/02/2026";"31/01/2027";"50316213000103";"SEGURADORA S.A. INFINITE";"417,6000";"417,6000";"912002025";"";"";"";""
"000332025";"Objeto: Ampliação da Ala Feminina do Pavilhão Tuiuti da EASA, em Cruz Alta - RS";"";"Sem Informação";"Não se aplica";"52000";"Ministério da Defesa";"52121";"Comando do Exército";"160396";"COMISSAO REGIONAL DE OBRAS/3";"01/12/2025";"06/01/2026";"05/01/2026";"07/01/2027";"23464998000180";"SOLLUS CONSTRUCOES LTDA";"891000,0000";"891000,0000";"-3";"";"";"";""
